path,ssName,ssRegion,ssId,confidence
"Rechtschreiblowe, Der - Fit in Rechtschreibung - 3.-4. Schuljahr (Germany).zip","Rechtschreiblowe, Der - Fit In Rechtschreibung - 3.-4. Schuljahr",de,114751,89
"Retro Ball (USA, Europe).zip",Retro Ball,"us,eu",114712,53
"REX-Ramfloppy (USA, Europe) (v4.0) (Program).zip",,,,
"River Raid (USA, Europe).zip",River Raid,"us,eu",36468,53
Road Race (Japan) (v02) (MAX).zip,Road Race (RUN),jp,419208,50
RoboCop 2 (Europe).zip,Robocop 2,eu,36120,52
RoboCop 3 (Europe).zip,Robocop 3,eu,36039,52
"Robotron - 2084 (USA, Europe).zip",Robotron - 2084,"us,eu",114779,62
"Rootin' Tootin' (USA, Europe).zip",Rootin' Tootin',"us,eu",114856,62
"Sales Cartridge (USA, Europe).zip",,,,
"Sammy Lightfoot (USA, Europe).zip",Sammy Lightfoot,"us,eu",110619,62
"Satan (USA, Europe).zip",Satan,"us,eu",36344,
"Save New York (USA, Europe).zip",Save New York,"us,eu",110635,59
"Sea Speller (USA, Europe).zip",Sea Speller,"us,eu",110739,55
"Sea Wolf (USA, Europe) (MAX).zip",Sea Wolf,"us,eu",112983,
"Seafox (USA, Europe).zip",Seafox,"us,eu",110740,
"Seahorse Hide'n Seek (USA, Europe).zip",Seahorse Hide'n Seek,"us,eu",110741,69
"Serpentine (USA, Europe).zip",Serpentine,"us,eu",110758,
"Sesame Street - Letter-Go-Round (USA, Europe).zip",Sesame Street - Letter-go-round,"us,eu",110760,72
Shadow of the Beast (Europe).zip,Shadow Of The Beast,eu,36000,67
"Simons' BASIC (USA, Europe) (Program).zip",,,,
"Solar Fox (USA, Europe).zip",Solar Fox,"us,eu",110910,
"Song Maker (USA, Europe).zip",Song Maker,"us,eu",113358,53
"Space Action (USA, Europe).zip",Space Action,"us,eu",113414,57
Space Gun (Europe).zip,Space Gun,eu,36525,
"Space Ric-O-Shay (USA, Europe).zip",Space Ric-o-shay,"us,eu",114919,56
"Space Shuttle - A Journey into Space (USA, Europe).zip",Space Shuttle - A Journey Into Space,"us,eu",36380,78
"Speed Math & Bingo Math (USA, Europe) (v01) (MAX).zip",Speed Math And Bingo Math,"us,eu",114957,56
"Speedsaver $C000 (USA, Europe) (Program).zip",Speedsaver $c000,"us,eu",115444,50
"Speedsaver Combi (USA, Europe) (Program).zip",Speedsaver Combi,"us,eu",115445,53
"Spitball (USA, Europe).zip",Spitball,"us,eu",114384,
"Spy Hunter (USA, Europe).zip",Spy Hunter,"us,eu",35891,
"Star Post (USA, Europe).zip",Star Post,"us,eu",115039,
"Star Ranger (USA, Europe).zip",Star Ranger,"us,eu",115041,55
"Star Trek - Strategic Operations Simulator (USA, Europe).zip",Star Trek - Strategic Operations Simulator,"us,eu",115051,82
"Star Wars - The Arcade Game (USA, Europe).zip",Star Wars - The Arcade Game,"us,eu",115054,75
