path,ssName,ssRegion,ssId,confidence
Dodge Boy (Japan).zip,Dodge Boy,jp,66450,60
Donkey Kong (World) (Rev 1) (SGB Enhanced).zip,Donkey Kong,wor,3088,
"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced).zip",Donkey Kong Land 2,"us,eu",3043,52
"Donkey Kong Land (USA, Europe) (SGB Enhanced).zip",Donkey Kong Land,"us,eu",3016,48
"Donkey Kong Land III (USA, Europe) (Rev 1) (SGB Enhanced).zip",Donkey Kong Land III,"us,eu",3148,
Doraemon 2 - Animal Planet Densetsu (Japan).zip,Doraemon 2 - Animal Planet Densetsu,jp,66467,85
Doraemon - Taiketsu HimitsuDougu!! (Japan).zip,Doraemon Taiketsu Himitsudougu!!,jp,66490,79
Doraemon Kart (Japan) (SGB Enhanced).zip,Doraemon Kart,jp,66469,49
Doraemon no Game Boy de Asobouyo Deluxe 10 (Japan) (SGB Enhanced).zip,Doraemon No Game Boy De Asobouyo Deluxe 10,jp,66472,72
Doraemon no Study Boy 1 - Shou 1 Kokugo Kanji (Japan).zip,Doraemon No Study Boy 1 - Shou 1 Kokugo Kanji,jp,66476,86
Doraemon no Study Boy 2 - Shou 1 Sansuu Keisan (Japan).zip,Doraemon No Study Boy 2 - Shou 1 Sansuu Keisan,jp,66478,87
Doraemon no Study Boy 3 - Ku Ku Master (Japan).zip,Doraemon No Study Boy 3 - Ku Ku Master,jp,66480,84
Doraemon no Study Boy 4 - Shou ni Kokugo Kanji (Japan).zip,Doraemon No Study Boy 4 - Shou Ni Kokugo Kanji,jp,66482,85
Doraemon no Study Boy 5 - Shou 2 Sansuu Keisan (Japan).zip,Doraemon No Study Boy 5 - Shou 2 Sansuu Keisan,jp,66484,87
Doraemon no Study Boy 6 - Gakushuu Kanji Master 1006 (Japan).zip,Doraemon No Study Boy 6 - Gakushuu Kanji Master 1006,jp,66486,88
"Double Dragon 3 - The Arcade Game (USA, Europe).zip",Double Dragon 3 - The Arcade Game,"us,eu",3298,79
"Double Dragon (USA, Europe).zip",Double Dragon,"us,eu",3044,59
"Double Dragon II (USA, Europe).zip",Double Dragon 2,"us,eu",3123,
Double Dribble - 5 on 5 (USA).zip,Double Dribble - 5 On 5,us,3692,79
Double Yakuman (Japan).zip,Double Yakuman,jp,66503,
Double Yakuman II (Japan).zip,Double Yakuman 2,jp,66505,
Double Yakuman Jr. (Japan).zip,Double Yakuman Junior,jp,66507,71
Downtown - Nekketsu Koushinkyoku - Dokodemo Daiundoukai (Japan).zip,Downtown - Nekketsu Koushinkyoku - Dokodemo Daiundoukai,jp,66512,90
Downtown Special - Kunio-kun no Jidaigeki Da yo Zenin Shuugou! (Japan).zip,Kunio-kun No Jidaigeki Da Yo Zenin Shuugou!,jp,68925,70
Dr. Franken (USA).zip,Dr. Franken,us,66513,
"Dr. Franken II (USA, Europe) (En,Fr,De,Es,It,Nl,Sv).zip",Dr. Franken 2,"us,eu",66514,35
Dr. Mario (World) (Rev 1).zip,Dr. Mario,wor,3056,47
Dragon Ball Z - Gokuu Gekitouden (Japan) (SGB Enhanced).zip,Dragon Ball Z - Gokuu Gekitouden,jp,66527,70
Dragon Ball Z - Gokuu Hishouden (Japan) (SGB Enhanced).zip,Dragon Ball Z - Gokuu Hishouden,jp,66528,70
Dragon Slayer Gaiden - Nemuri no Oukan (Japan).zip,Dragon Slayer Gaiden - Nemuri No Oukan,jp,66544,84
Dragon Slayer I (Japan).zip,Dragon Slayer I,jp,66543,71
Dragon's Lair - The Legend (USA).zip,Dragon's Lair - The Legend,us,3331,84
"DragonHeart (USA, Europe).zip",Dragonheart,"us,eu",66554,50
Dropzone (Europe).zip,Dropzone,eu,3661,55
Druaga no Tou (Japan).zip,Druaga No Tou,jp,66562,63
DuckTales 2 (USA).zip,Ducktales 2,us,3071,62
DuckTales (USA).zip,DuckTales,us,3002,
Dungeon Land (Japan).zip,Dungeon Land,jp,66585,67
DX Bakenou Z (Japan) (Rev 1).zip,Dx Bakenou Z,jp,66591,50
Earthworm Jim (USA).zip,Earthworm Jim,us,3128,72
"Elevator Action (USA, Europe).zip",Elevator Action,"us,eu",3404,62
Elite Soccer (USA) (SGB Enhanced).zip,Elite Soccer,us,188994,49
Exodus - Journey to the Promised Land (USA) (Unl).zip,Exodus - Journey To The Promised Land,us,3639,78
Extra Bases (USA).zip,Extra Bases,us,3683,69
"F1 Pole Position (USA, Europe).zip",F1 Pole Position,"us,eu",66643,64
F-1 Race (World) (Rev 1).zip,F-1 Race,wor,3255,44
"F-15 Strike Eagle (USA, Europe).zip",F-15 Strike Eagle,"us,eu",3487,
Faceball 2000 (USA).zip,Faceball 2000,us,3712,72
Family Jockey 2 - Meiba no Kettou (Japan).zip,Family Jockey 2 - Meiba No Kettou,jp,66655,82
Family Jockey (Japan).zip,Family Jockey,jp,66653,68
Famista 2 (Japan).zip,Famista 2,jp,66657,60
Famista 3 (Japan).zip,Famista 3,jp,66658,60
"Fastest Lap (Japan, USA).zip",Fastest Lap,"us,jp",66662,56
"Felix the Cat (USA, Europe).zip",Felix The Cat,"us,eu",3547,55
"Ferrari Grand Prix Challenge (USA, Europe).zip",Ferrari Grand Prix Challenge,"us,eu",3442,76
"Fidgetts, The (USA, Europe) (En,Fr,De,Es,It,Nl,Sv).zip","Fidgetts, The","us,eu",70814,39
FIFA - Road to World Cup 98 (Europe) (Rev 1) (SGB Enhanced).zip,Fifa Road To World Cup '98,eu,66678,47
"FIFA International Soccer (USA, Europe) (En,Fr,De,Es) (SGB Enhanced).zip",FIFA International Soccer,"us,eu",66676,
"FIFA Soccer 96 (USA, Europe) (En,Fr,De,Es) (SGB Enhanced).zip",FIFA Soccer 96,"us,eu",3252,
"FIFA Soccer 97 (USA, Europe) (SGB Enhanced).zip",FIFA Soccer 97,"us,eu",66680,
"Fighting Simulator 2 in 1 - Flying Warriors (USA, Europe).zip",Fighting Simulator 2 In 1,"us,eu",66682,56
Final Fantasy Adventure (USA).zip,Final Fantasy Adventure,us,2969,
Final Fantasy Legend II (USA).zip,Final Fantasy Legend 2,us,3028,76
Final Fantasy Legend III (USA).zip,Final Fantasy Legend 3,us,3049,
"Final Fantasy Legend, The (USA).zip","Final Fantasy Legend, The",us,3017,83
Final Reverse (Japan).zip,Final Reverse,jp,66690,68
Fire Fighter (Europe).zip,Fire Fighter,eu,66699,65
Fish Dude (USA).zip,Fish Dude,us,3686,64
Fist of the North Star (USA).zip,Fist Of The North Star,us,3338,74
Flappy Special (Japan).zip,Flappy Special,jp,3684,70
"Flash, The (USA, Europe).zip","Flash, The","us,eu",3188,53
Fleet Commander VS. (Japan).zip,Fleet Commander Vs.,jp,66707,72
"Flintstones, The (USA, Europe).zip","Flintstones, The","us,eu",3520,64
"Flintstones, The - King Rock Treasure Island (USA, Europe).zip","Flintstones - King Rock Treasure Island, The","us,eu",66710,79
Flipull (USA).zip,Flipull,us,66712,58
Football International (Europe).zip,Football International,eu,70482,77
"Foreman for Real (USA, Europe).zip",Foreman For Real,"us,eu",66720,60
"Fortified Zone (USA, Europe).zip",Fortified Zone,"us,eu",3395,61
"Frank Thomas Big Hurt Baseball (USA, Europe).zip",Frank Thomas Big Hurt Baseball,"us,eu",66725,77
"Franky, Joe & Dirk - On the Tiles (Europe) (En,Fr,De,Es,It,Nl).zip","Franky, Joe And Dirk... On The Tiles",eu,66727,57
Frisky Tom (Japan) (SGB Enhanced).zip,Frisky Tom,jp,66735,43
Frogger (USA).zip,Frogger,us,3437,58
From TV Animation Slam Dunk 2 - Zenkoku e no Tip Off (Japan) (SGB Enhanced).zip,From Tv Animation Slam Dunk 2 - Zenkoku E No Tip Off,jp,66741,75
From TV Animation Slam Dunk - Gakeppuchi no Kesshou League (Japan) (SGB Enhanced).zip,From Tv Animation Slam Dunk - Gakeppuchi No Kesshou League,jp,66744,78
Fushigi no Dungeon - Fuurai no Shiren GB - Tsukikage Mura no Kaibutsu (Japan) (SGB Enhanced).zip,Fushigi No Dungeon - Fuurai No Shiren Gb - Tsukikage Mura No Kaibutsu,jp,66759,79
G Arms - Operation Gundam (Japan).zip,,jp,,
Gambaruger + Zettai Muteki Raijin-Oh + Zoids Densetsu + Miracle Adventure of Esparks - Ushinawareta Seiseki Perivron (China).zip,,asi,,
Game & Watch Gallery (USA) (Rev 1) (SGB Enhanced).zip,Game & Watch Gallery,us,3167,
Game Boy Camera Gold (USA) (SGB Enhanced).zip,,us,,
Game Boy Controller Kensa Cartridge (Japan).zip,,jp,,
Game Boy Digital Sampling Oscilloscope (Europe) (v3.6) (Unl).zip,,eu,,
Game Boy Gallery 2 (Japan) (SGB Enhanced).zip,,jp,,
Game Boy Gallery - 5 Games in 1 (Europe) (SGB Enhanced).zip,Game Boy Gallery - 5 Games In One,eu,167316,67
Game Boy Wars (Japan).zip,Game Boy Wars,jp,3358,68
Game Boy Wars Turbo (Japan) (SGB Enhanced).zip,Game Boy Wars Turbo,jp,3492,58
